Haber;Kategorizasyon
bolunun bin rakimli kayak merkezi kartalkayada kar kalinligi santimetreye ulasti pistlerin beyaza burundugu merkezde kayak sezonu aralikta baslayacak koroglu daglarinin zirvesinde yer alan bin rakimli kartalkaya kayak merkezinde araliklarla kar yagisi etkili oluyor kar yagisi ile pistler beyaza burundu bolgede kar kalinligi santimetreye ulasirken hava sicakliginin dusmesi ile devreye yapay karlama sistemleri de girdi sezonun aralikta baslayacagi kartalkayada otel ve tesisler de son hazirliklarini yapiyor bin yatak kapasiteli kayak merkezinde hafta sonu ilk kayak yapilacak pist ve telesiyejlerde bakimlar surerken bolgedeki oteller rezervasyon almaya basladi;teknoloji 
tokatta bir vatandasin mandalina kasasinin icinden bukalemun cikti tokatta manavdan alinan mandalinalarin arasindan bukalemun cikti ozkan helvacioglu isimli vatandas mandalina almak icin manava gitti koliden posetine mandalina dolduran helvacioglu yesil bir cisim gordu helvacioglu yaprak sandigi cisme daha yakindan bakinca canli oldugunu fark etti internette kisa bir arastirma yapan helvacioglu canlinin yavru bir bukalemun oldugunu anladi ozkan helvacioglu daha onceden hic gormedigi bukalemunu simdi evinde besliyor;teknoloji 
milli savunma bakanligi msb irakin kuzeyinde kandil bolgesinde pkkli teroristin etkisiz hale getirildigini acikladi son dakika haberi milli savunma bakanligi msb irakin kuzeyindeki kandil bolgesinde tespit edilen pkkli terorist hava harekati ile etkisiz hale getirildigini duyurdu bakanligin sosyal medya paylasiminda teroristlerin inlerini yerle bir etmeye devam ediyoruz terorle ve teroristle mucadelemiz etkin ve kararli sekilde surecek denildi;teknoloji 
milli egitim bakani yusuf tekin uluslararasi ogrenci degerlendirme programinin pisa raporunun yildan uzun bir suredir cogu alanda iyilesme gosteren az sayida ulkeden birinin turkiye oldugunu gosterdigini turkiyenin her uc alanda da siralamalarinin yukseldigini ve tum ulkeler ortalamalarinin uzerinde yer aldigini belirtti milli egitim bakani yusuf tekin pisa sonuclarini degerlendirdi bakan tekin ekonomik isbirligi ve kalkinma orgutunce oecd uygulanan uluslararasi ogrenci degerlendirme programi pisa turkiye sonuclarina iliskin haber ajanslarina degerlendirmelerde bulundu cumhuriyetin yilinda daha guclu ve mureffeh bir turkiyenin insasinda kendi medeniyet degerleriyle dunyayi kavrayan guclu bireylerin yetismesi icin gece gunduz demeden calistiklarini ifade eden tekin turkiye yuzyili idealinin gerceklesmesi icin butun ekip arkadaslarimizla mucadele verdigimiz bir surecte daha once hayata gecirdigimiz projelerimizin meyvelerini bugun almanin mutlulugunu sevincini yasiyoruz dedi turkiyenin ilk olarak te katildigi pisa arastirmasinda ulke arasinda matematik alaninda fen alaninda ve okuma becerileri alaninda sirada oldugunu hatirlatan tekin ayni raporda oecd uyesi ulke arasinda ise uc alanda sirada yer alindigini vurguladi matematikte fende puan elde edildi bakan tekin ulkenin katildigi pisa uygulamasinda turkiyenin matematik okuryazarligi alaninda fen okuryazarligi alaninda okuma becerileri alanda ise ortalama puan elde ettigini belirtti matematik fen ve okuma becerileri alaninda pisa ile puanlarini ve siralamalari ozetleyen tekin sonuclar genel olarak incelendiginde turkiyenin matematik ve fen alanlarinda ortalama puan degisimlerinin oecdye gore daha iyi durumda okuma becerileri alanindaki degisimin ise oecd ile benzer duzeyde oldugunu belirtti katilimci ulkeler arasinda turkiyenin siralamasinin e gore yukseldigine isaret eden tekin okuma becerilerinde ortalama puaninda dususe ragmen siralamada yukselmemiz dikkat cekicidir ifadesini kullandi ozellikle fen alaninda oecd ortalamasina yaklasildigini vurgulayan tekin pisa uygulamasi turkiyenin matematik ve okuma becerileri alanlarinda oecd ortalamasi ile olan farkini en aza indirdigi uygulamadir degerlendirmesini yapti matematikte performans artti bakan tekin pisaya katilan tum ulkelerin ortalama puanlari ile karsilastirildiginda turkiyenin uc alanda da tum ulkeler ortalamasinin anlamli sekilde ustunde bir performans sergiledigini bildirdi turkiyenin son yilda matematik ve fen alanlarinda istikrarli bir sekilde performansini artirdigina isaret eden tekin okuma becerileri alaninda ise performansinda anlamli bir degisiklik olmadigini belirtti raporda son yilda turkiyenin matematik ve fen alanlarinda artis egilimi gosterdigi okuma becerileri alaninda ise anlamli bir artis veya dusus egilimi gostermediginin tespit edildigini bildiren tekin bu surecte ogrencilerin sosyoekonomik farkliliklarinda bir degisiklik gorulmemesine ragmen turkiye matematik alaninda dezavantajli ve avantajli ogrencilerin performanslarinin artmasini basarmistir dedi okuma becerilerinde bir dizi onlem yusuf tekin okuma becerileri alaninda performansin artirilmasi icin goreve geldikleri gunden itibaren bir dizi onlemleri hayata gecirdiklerini bildirdi ozellikle okuma anlama dinleme ve konusma becerileri konusunda formuller gelistirdiklerini ana dil becerilerinin gelismesi icin izleme ve degerlendirme birimlerinin verilerinden hareketle calismalar baslattiklarini dile getiren tekin coktan secmeli sinavlar yerine acik uclu sinavlari getirdiklerini anlatti bakan tekin dijital bagimlilikla mucadele kapsaminda derslere cep telefonlarinin alinmamasindan acik liselere gecisleri zorlastiran uygulamaya kadar bir dizi onlemi de hayata gecirdiklerini hatirlatti ayrica oecd ulkelerinde okul binalarinda cep telefonu kullanimi yasaklandiginda ogrencilerin dikkatlerinin daha az dagildiginin bildirildigini aktaran tekin bu sonuc okulda cep telefonu kullanimi ile ilgili alinan kararlarin ne kadar isabetli oldugunu gosteriyor vurgusunu yapti yeterli olmadigini kabul ediyoruz pisa raporunun genel hatlariyla iyiye dogru gidisi acikca gosterdigine isaret eden tekin biz bunun yeterli ve turkiye icin iyi bir konum olmadigini zaten kabul ediyoruz o yuzden de gece gunduz turkiyeyi hak ettigi yere getirmek icin calisiyoruz dedi bakan tekin sonuc olarak pisa raporu turkiyenin yildan uzun bir sure boyunca cogu alanda iyilesme gosteren az sayida ulkeden biri oldugunu gosteriyor buna gore turkiye matematik fen ve okuma becerilerinin olculdugu her uc alanda da siralamasini yukseltirken uc alanda da tum ulkeler ortalamasinin ustunde yer aldi ifadelerini kullandi oecd ulkelerine kiyasla daha iyi milli egitim bakani tekin pisa raporunda turkiye ile ilgili cok onemli bir tespitin daha yapildigina dikkati cekerek o da su fiziksel altyapi dijital kaynaklar ve egitim materyallerinin hem nicelik hem de nitelik olarak turkiyenin oecd ulkelerine kiyasla daha iyi oldugunun rapora yansimasi dedi akran zorbaligiyla ilgili onlemleri alacagiz tekin raporda okullar arasi basari farkinin onceki dongulere gore azaldiginin ifade edildigini okula aidiyet okul guvenligi ve zorbalik gibi konularda bildirilen olumsuz durumlarin yilina gore arttigi bilgisinin yer aldigini aktardibakanlik olarak bu yil akran zorbaligi ile ilgili de bir dizi onlem aldiklarini hatirlatan tekin bu kapsamda okul temelli sosyal sorumluluk calismalari adli altinda akran zorbaligini mufredatimiza aldik bu konu ile ilgili gerekli tedbirleri alacagiz diye konustu bakan tekin gelinen noktada sunu ozellikle vurgulamak istiyorum egitimde son yilda elde ettigimiz basarilari asla yeterli bulmuyoruz cunku egitim bir noktaya varilabilecek bir alan degil surekli ilerlemek kendimizi gelistirmek ve her noktada daha iyisini kurgulamak zorundayiz bizler de daha iyisini yapmak icin calismaya devam edecegiz ifadelerini kullandi milli egitim bakani tekin bu tablonun olusmasinda basta ogretmen ve egitim yoneticileri olmak uzere emegi gecen herkese tesekkur etti;saglik 
istanbul kagithanede bir binanin cati katini kumarhaneye donusturerek tombala oynayan kisi sucustu yakalandi kumar oynayanlara para cezasi verilirken is yeri isletmecisinin de aralarinda bulundugu kisi hakkinda adli islem baslatildi asayis sube mudurlugu ahlak buro amirligi tarafindan kagithanede bir cati katinin kumarhaneye donusturdugu ihbari uzerine sorusturma acildi soz konusu adresi takibe alan polis ekipleri ozellikle aksam saatlerinde cok sayida kisinin girip ciktigini tespit etti bunun uzerine ahlak buro amirligine bagli ekipler celiktepe mahallesinde bulunan daireye baskin yapti baskinda tombala olarak bilinen oyunu oynayan kisi sucustu yakalandi operasyon sirasinda numaralari belirleyen tombala makinesinin halen calistigi goruldu polis kumar oynayan suphelilere toplam bin lira para cezasi kesti ote yandan baskin yapilan dairede bulunan tombala makinesi televizyon ve kamera ile kumar oynatmakta kullanilan materyallere polis tarafindan el konuldu baskin yapilan mekanin sorumlusu oldugu belirlenen lp tombala krupiyeligi yapan aa ve ou gozaltina alinarak asayis sube mudurlugune goturuldu daha onceden de emniyette suc kayitlari oldugu belirlenen suphelilerle ilgili adli islem baslatildigi ogrenildi;dunya 
istanbul sariyerde kavga eden iki surucu sahil yolunun kapanmasina neden oldu uzun sure yolun acilmasini bekleyen araclar arasinda icinde hasta olan bir ambulans da vardi istanbul sariyerde bir ambulans kavga eden iki surucunun kapattigi yolda uzun sure bekledi olay pazar gunu saat siralarinda buyukdere mahallesi sahil yolunda meydana geldi yer verme tartismasinda iki surucu araclarindan inerek kavga etmeye basladi bu sirada icerisinde hasta olan ve hastaneye gitmeye calisan acil yardim ambulansi yolun ortasinda park eden araclar nedeniyle ilerleyemedi iki surucu ambulansin siren calmasina aldiris etmeden tartismaya devam etti suruculere vatandaslar ve ambulans soforu tepki gosterdi gelen tepkiler uzerine suruculer araclarina binerek olay yerinden uzaklasti yolun acilmasi uzerine ambulans soforu de ambulansa binerek hastaneye dogru hareket etti;dunya 
canakkalede av yasaginin bitmesinin ardindan kilogram fiyati liraya kadar dusen luferde fiyatlar yeniden artti olumsuz hava kosullari ve lufer akiminin erken bitmesi ile kilogram fiyati liraya cikti luferin kilogram fiyati liraya kadar yukseldi canakkalede eylulde av sezonunun acilmasiyla birlikte baliklar tezgahlarda yerini almaya basladi kilosu liradan satilan denizlerin prensi lufer bollasmasiyla kilosu liraya kadar dustu canakkale bogazinda iki haftadir etkili olan firtina ve olumsuz hava kosullari balikci tezgahlarina da yansidi buna lufer baliginin akiminin erken bitmesi de eklenince kilogram fiyati liraya cikti;teknoloji 
tubitak personel alimi ilani paylasti yayimlanan ilana gore personel tubitak bunyesinde istihdam edilecek peki tubitak personel alimi basvurusu nasil yapilir turkiye bilimsel ve teknolojik arastirma kurumu tubitak personel alimi duyurusu yayimlandi cumhurbaskanligi sbbde yayimlanan duyuruda tubitak bunyesinde gorev yapmak uzere personel alimi yapilacagi bilgisi verildi yayimlanan ilana gore basvurular aralik itibariyla alinacak basvuru yapacak adaylarin genel ve ozel sartlari dikkatle incelemesi gerekmektedir basvurularin tubitak is basvuru sistemi uzerinden gerceklestirilmesi gerekiyor;teknoloji 
sanliurfada bogazina seker kacan cocuk heimlich manevrasiyla kurtarildi sanliurfanin bozova ilcesinde nefes borusuna seker kacan cocuk eczanede bulunan guvenlik gorevlisinin heimlich manevrasi sayesinde kurtuldu annesiyle ilcedeki eczaneye gelen yasindaki kiz cocugunun yedigi seker bogazina takildi kiz cocugunun nefes alamadigini fark eden ve eczaci olan oglunun is yerinde bulunan guvenlik gorevlisi eyyup dogan heimlich manevrasiyla seker parcasini cikararak cocugun nefes almasini sagladi doganin cocuga mudahale ani guvenlik kamerasina yansidi;teknoloji 
agos gazetesi genel yayin yonetmeni hrant dinki yil once silahla vurarak olduren ogun samastin cezaevinden kosullu saliverilme kapsaminda tahliyesinin ardindan memleketi trabzonda ismini degistirmeye karar verdigi ortaya cikti samastin akcaabat asliye hukuk mahkemesine yazili dilekceyle basvurarak adinin degismesini talep ettigi ogrenildi hrant dink suikastinin tetikcisi ogun samast bolu f tipi cezaevinden kosullu saliverilme kapsaminda kasim te tahliye edildi tahliyesinin ardindan samast hakkinda silahli teror orgutune uye olmamakla birlikte orgut adina suc islemek sucundan istanbul cumhuriyet bassavciliginca yurutulen sorusturma tamamlanarak kasimda iddianame duzenlendi iddianamede ogun samastin yildan yila kadar hapsi istendi dosya daha sonra hukuki ve fiili irtibat nedeniyle istanbul uncu agir ceza mahkemesinde devam eden yasin hayal ve erhan tuncelin de arasinda bulundugu sanigin yargilandigi davayla birlestirildi trabzondan segbisle durusma katildi samast akcaabat inci asliye ceza mahkemesinden ses ve goruntu bilisim sistemi segbis uzerinden istanbul ncu agir ceza mahkemesinde gorulen davaya katildi ogun samastin avukati rasit hodo hazirlanan iddianamenin yeni teblig oldugunu belirterek samastin savunmasinin daha sonra alinmamasini talep ederek ek sure talep etti talep mahkeme baskaninca kabul edilirken samast ise ifade vermeden segbis baglantisindan ayrildi ogun samast hakkinda yurt disina cikis yasagi konulmasina hukmeden mahkeme gelecek celse durusmaya katilmasi icin akcaabat inci asliye ceza mahkemesine muzekkere yazilmasina ve savunmasinin alinmasina hukmetti durusma mart e ertelendi isim degisimi icin mahkemeye basvurdu akcaabat adliyesinde segbis araciligiyla savunmasi alinacak olan ogun samastin ismini degistirmeye karar verdigi ortaya cikti son davada tutuksuz yargilanan samastin akcaabat asliye hukuk mahkemesine yazili dilekceyle basvurarak adinin degismesini talep ettigi ogrenildi samastin gerekcesini degerlendirecek olan mahkeme ad degistirme talebine yonelik karar verecek;teknoloji 
izmir aciklarinda duzensiz gocmen kurtarildi duzensiz gocmen yakalandi sahil guvenlik komutanliginin internet sitesinde yer alan aciklamaya gore karaburun ilcesi aciklarinda can sallari icerisinde bir grup duzensiz gocmenin oldugu bilgisi uzerine bolgeye bot ekibi sevk edildi sahil guvenlik ekipleri yunanistan unsurlarinca turk kara sularina geri itilen can sali icerisindeki duzensiz gocmeni kurtardi menderes ilcesi aciklarinda da yine yunanistan unsurlarinca geri itilen lastik bot icerisindeki duzensiz gocmen kurtarilarak karaya cikarildi dikili ilcesinde ise gorevli sahil guvenlik mobil radari morad tarafindan lastik bot icerisinde bir grup duzensiz gocmen oldugu tespit edildi bolgeye sevk edilen ekiplerce durdurulan lastik bot icerisindeki duzensiz yakalandi duzensiz gocmenler islemlerinin ardindan il goc idaresi mudurlugune gonderildi;teknoloji 
ankaragucurizespor macindan sonra hakem halil umut melere saldiran ankaragucu baskani faruk kocanin tff tarafindan fair playadil oyun baskanyonetici odulune layik goruldugu ortaya cikti peki fair play ne demek iste fair playin tarihcesi fair play durust oyun durust davranis olarak ifade edilmekle birlikte gercek anlami etik ustu davranistir etik davranis kurallari her konuda durustlukle ve saygiyla uygulamak demektir fair play ise tum bunlarin ustunde kisisel cikarlari ve hirslari bastirarak yasamda ustun insan ruhunu ortaya koymaktir uluslararasi olimpiyat komitesi ioc yilinda uluslararasi fair play konseyini cifp taniyip onu bir kurulusu olarak kabul etmesinden sonra fair play iocye bagli milli olimpiyat komitelerince gundeme alindi iocnin her komitede fair play ile ilgili bir komisyon kurulmasini tavsiye etmesi uzerine tmok da bu konuda calismalara basladi kasim de turgut atakolun baskanliginda toplanan tmok yonetim kurulu fair play komisyonunu olusturdu komisyon dr tarik ozerengin av merih sezen spor yazari dogan kologlu olimpiyat madalyali atlet ruhi sarialp ve uluslararasi boks hakemi ahmet comert olarak onaylandi tmok o tarihten beri fair play olgusunun ulke genelinde yayginlastirilmasi amaciyla turkiye fair play odulleri vermekte fair playi toplumumuza bir yasam tarzi olarak benimsetme yolunda caba harcamaktadir bu konuda gerekli calismalar tmok fair play komisyonu tarafindan yurutulmektedir bunun yani sira tmok fair play karikatur yarismasiyla da genclerin sanat ve spor isbirligi yoluyla fair playi benimsemeleri icin calismaktadir fair playin tarihcesi yilinda cekoslovakya milli olimpiyat komitesi pragda bir fair play toplantisi duzenledi bu toplantiya tmokdan erdogan aripinar ve turkay peker katildi toplanti donusunde aripinar ve peker turkiyede fair play icin bir yon cizilmesine karar verdiler bir calisma programi ve odul statusu hazirladilar temmuz de fair playe buyuk destek veren sinan erdemin baskanligindaki tmok yonetim kurulu bu statuyu onayladi ve turkiye fair play komisyonu kurulmus oldu erdogan aripinar baskanliga getirilirken turkay peker de asbaskan oldu mayis de turkiyenin ilk fair play kitabi turkay peker tarafindan turkce ingilizce ve fransizca olarak hazirlandi ve yayinlandi bu sirada avrupali ulkeler bir fair play kurulusu icin hazirlik yapiyorlardi ekim de hollandanin naarden kentinde avrupa fair play temsilcileri bir araya geldiler bu toplantida turkiyeyi erdogan aripinar ve tmok yonetim kurulu uyesi cevdet bereket temsil ettiler toplanti sonunda avrupa fair play birliginin kurulmasina karar verildi un mayis ayinda isvicrenin zurih kentinde fifa building salonunda kurucular toplandi turkiye masasinda erdogan aripinar ve turkay peker vardi kurucular meclisi olarak gorev yapan ulke temsilcileri european fair play movement efpm avrupa fair play birliginin statusunu imzaladilar ve ilk yonetim kurulunu sectiler kurulda efpmnin ikinci baskanliklarina prof dr manfred lammer almanya ve erdogan aripinar turkiye secildi efpmnin de yapilacak ilk kongre ve semineri icin aday olan hirvatistanin zagreb kentine karsi istanbul oy cogunlugu ile ev sahipligini aldi ve efpmnin birinci kongre ve semineri yilinda istanbulda cok basarili bir sekilde organize edildi den sonra turkiye efpm yonetim kuruluna defalarca ev sahipligi yapti fair play komisyonu den bu yana verdigi uc gruptaki davranis kariyer iletisim odullerini spor alaninda veriyordu dan itibaren fair play toplumun bir yasam bicimidir felsefesi ile odulleri sportif ve toplumsal olarak iki grupta topladi boylece tum turkiyede fair playe uygun davrananlari da odullendirmeye basladi turkiye fair play komisyonunun amblemi sana kirmizi kart gostermiyorum kalbimi veriyorum anlamini tasiyan icinde ay yildiz olan bir kart gosteren eldir sportif fair play odulunde bu heykel ve diploma toplumsal fair play odulunde ise dunyayi kucaklayan erkek ve kadinlarin bulundugu tunctan bir heykel ile diploma kazananlara uzerlerine adlari yazilarak verilir tmok fair play komisyonu her dort yilda bir secilen turkiyenin saygin spor adamlarindan kurulu yirmi uyeden meydana gelir komisyon fair play calismalarini yurutur ve her yil fair play odulu alacaklari tespit eder;teknoloji 
hakkarinin yuksekova ilcesinde yogun kar yagisi basladi yuksekova ilcesinde etkili olan yogun kar yagisi ve sis hayati olumsuz yonde etkiledi gece saatlerinde bastiran yogun kar yagisi etkisini surdururken evlerine gitmek isteyen vatandaslar kar surpriziyle karsilasti yogun kar yagisinin oldugu ilcede gorus mesafesi yer yer duserken karla mucadele ekipleri ise yasanacak olumsuz bir durum icin hazir bekletiliyor;teknoloji 
erzincanda hirsizlik sucundan hakkinda yil hapis cezasi bulunan cezaevi firarisi yakalandi emniyet mudurlugu asayis sube mudurlugunce il genelinde aranan suphelilere karsi yapilan calismalar kapsaminda erzincan ilamat ve infaz burosunca bina icerisinde muhafaza altina alinmis olan esya hakkinda hirsizlik h sucundan kesinlesmis hapis cezasi bulunan cezaevi firarisi ik isimli sahis yakalanarak cezaevine teslim edildi;teknoloji 
erzincanin yuksek rakimli gecit noktalarinda kar yagisi etkili oldu kent merkezinde yagmur yagisi yuksek kesimlerde kara donustu kar yagisiyla birlikte etkili olan tipi erzincan sivas kara yolu kizildag gecidinde agir tonajli araclarin ilerlemesini guclestirdi karayollari ekipleri guzergahta kar kureme ve tuzlama calismasi yapti kar ve tipi erzincan gumushane kara yolu ahmediye gecidi ve sivas guzergahindaki sakaltutan gecidinde de etkili oldu meteoroloji bolge mudurlugu ekiplerince yapilan son degerlendirmelere gore bugun bolge genelinde hava cok bulutlu aralikli yagmur yuksek kesimler karla karisik yagmur ve kar yagisli gececek gece ve sabah saatlerinde yer yer pus ile birlikte buzlanma ve don olayi gorulecek hava sicakligi mevsim normallerinin ila derece uzerinde seyredecek ruzgar guneydogu yonlerden hafif zaman zaman orta kuvvette esecek;dunya 
mersinin tarsus ilcesinde seyir halindeki otomobil alev alev yandi alinan bilgiye gore otoyol tarsuspozanti istikameti damlama mevkiinde tonun suruculugunu yaptigi otomobil seyir halinde iken motor bolumunden henuz bilinmeyen bir nedenle yanmaya basladi durumu fark eden surucu araci guvenlik seridinde durdurdu ihbar uzerine olay yerine intikal eden mersin buyuksehir belediyesi itfaiye ekipleri mudahale ederek yangini sondurdu sans eseri yaralananin olmadigi olayda arac kullanilamaz hale geldi;teknoloji 
hatayin samandag ilcesinde etkili olan simseklerden oturu adeta gorsel solen olustu samandag ilcesinde gece saatlerinde pes pese cakan simsekler geceyi gunduze cevirdi kentin uzerinde birbiri ardina cakan simsekler geceyi aydinlatirken gorsel solen olusturdu simseklerle beraber gelen yildirim dusmeleri de yasandi;teknoloji 
malatyanin dogansehir ilcesinde hafif ticari aracin sarampole ucmasi sonucu kisi yaralandi malatya istikametinden adiyaman istikametine giden ibrahim erbas idaresindeki pe plakali hafif ticari arac surucusu eskikoy mevkiinde surucunun direksiyon hakimiyetini kaybetmesi sonucu kontrolden cikarak sarampole uctu yasanan kazada surucu yaralandi yarali kaza yerine gelen saglik ekipleri tarafindan yapilan ilk mudahalenin ardindan dogansehir devlet hastanesine kaldirildi kazayla ilgili sorusturma suruyor;teknoloji 
avrupa birligi ab rusyanin ukraynaya karsi saldirilarinda kullandigi insansiz hava araclari nedeniyle iranli kisi ve kurulusa yaptirim karari aldi avrupa birligi ab rusyanin ukraynaya karsi saldirilarinda kullandigi insansiz hava araclarinin iran tarafindan gelistirilmesi ve uretilmesinde rol oynayan kisi ve kurulusa yaptirim karari aldi yaptirim listesinde shakad sanat asmari baharestan kish saad sazeh faraz sharif sarmad electronic sepahan ve kimia part sivan isimli sirketler ve soz konusu sirketlerin ust duzey yoneticileri yer aldi yaptirim kapsaminda soz konusu kisilerin ve sirketlerin mal varliklari dondurulacak avrupa birligine seyahat etmesi yasaklanacak yaptirim uygulanan sirketlere gercek ya da tuzel kisi kurum ya da kuruluslara dogrudan ya da dolayli olarak fon ya da ekonomik kaynak saglanmasi da engellenecek;teknoloji 
bursanin gemlik ilcesinde bir kisi zeytinlikte tartistigi tarla komsusunu silahla vurarak oldurdu olay gemlikin umurbey mahallesinde bulunan bir zeytinlik alanda meydana geldi zeytin isi ile ugrasan sinan sap ile tarla komsusu arasinda henuz bilinmeyen bir sebepten tartisma cikti komsusu sinan sapa silah dogrultarak ates etmeye basladi mermiler sinan sapin vucudunun cesitleri yerlerine isabet etti ihbar uzerine olay yerine polis ve saglik ekipleri sevk edildi saglik ekipleri tarafindan yapilan incelemede sinan sapin olay yerinde hayatini kaybettigi belirlendi polisin olayla ilgili tahkikati devam ediyor;teknoloji 
koycegizortaca karayolunda meydana gelen trafik kazasinda kisi hayatini kaybetti kaza koycegizortaca karayolunun kocabel mevkiinde meydana geldi edinilen bilgiye gore kocabel yokusunda donus cebinde bekleyen alb plakali yolcu minibusune cok hizli oldugu iddia edilen iskender yigit yonetimindeki zz plakali arac arkadan carpti kaza ihbari uzerine bolgeye acil saglik jandarma ve itfaiye ekipleri sevk edildi kazada otomobil hurdaya donerken arac surucusu iskender yigitin yani sira ayni aracta bulunan yeliz aksoy olay yerinde hayatini kaybetti kazada hayatini kaybeden iki kisi cumhuriyet savcisinin olay yerinde yaptigi incelemenin ardindan hastane morguna kaldirildi minibus soforu ise ifadesi alinmak uzere emniyete goturuldu kaza nedeniyle karayolunda trafik tek seritten saglanirken kaza ile ilgili sorusturma baslatildi;dunya 
izmirin menderes ilcesinde yuruyus icin ciktigi dagda kayaliklardan dusup yaralanarak mahsur kalan kisinin helikopterle kurtarildigi anlar cep telefonu kamerasina yansidi edinilen bilgiye gore dun gumuldur mahallesinde bulunan ormanlik alana yuruyus icin giden mehmet gulere ulasamayan yakinlari durumu jandarma ve afad ekiplerine bildirdi ihbar uzerine bolgede arama ve kurtarma calismasina baslayan afad jandarma anda akut ve mendak arama ve kurtarma ekipleri gulerin kayaliklardan duserek mahsur kaldigini belirledi helikopterle kurtarildi yapilan kontrollerde vucudunda kiriklar oldugu tespit edilen gulerin bulundugu yerden alinmasi icin sahil guvenlik komutanligina ait helikopter bolgeye sevk edildi afad ve sahil guvenlik ekipleri tarafindan sedyeye baglanan yarali guler ekiplerce bulundugu yerden helikoptere alindi adnan menderes havalimanina goturulen guler burada hazir bekletilen acil saglik ekipleri tarafindan menderes devlet hastanesine sevk edildi tedavi altina alinan yaralinin hayati tehlikesinin bulunmadigi ogrenildi;dunya 
pendikte ters yonde seyir halindeki servis minibusu donel kavsaktan donmeye calisan bir otomobile carpti kazada kisi hafif sekilde yaralandi olay saat siralarinda istanbul pendik ilcesi kurtkoy mahallesi ankara caddesi uzerinde yasandi edinilen bilgiye gore surucusunun ismi ogrenilemeyen laf plakali servis minibusu ters yonde seyir halindeyken donel kavsaktan donmeye calisan surucusunun ismi henuz ogrenilemeyen cjr plakali araca carpti carpmanin etkisiyle minibus icerisindeki yolcular savruldu yasanilan olayda bes kisi hafif sekilde yaralandi yasanilan olayin ardindan kazaya karisan arac sahiplerinin akrabalari olay yerine geldi iki aile arasinda tartisma cikti cevredeki vatandaslar tarafindan saglik ekiplerine haber verildi durumun bildirilmesi uzerine olay yerine cok sayida polis ekibi itfaiye ekipleri ve saglik ekipleri sevk edildi olay yerine gelen saglik ekipleri yarali vatandaslari hastaneye kaldirirken polis ekipleri de olayla ilgili inceleme baslatti;dunya 
manisanin selendi ilcesinde iki otomobilin carpismasi sonucu meydana gelen kazada i cocuk kisi yaralandi kaza dun aksam saatlerinde selendisimav kara yolunun kilometresinde meydana geldi iddiaya gore mustafa onun kullandigi arm plakali otomobil ile ahmet g yonetimindeki yd plakali arac carpisti ahmet gnin kullandigi otomobil carpismanin etkisiyle yoldan sarampole devrildi cevredekilerin haber vermesi uzerine olay yerine jandarma saglik ve itfaiye ekipleri sevk edildi araclarda bulunan suruculer mustafa o ahmet g ile yolcular mehmet b burhan k huseyin s ethem d nesrin a ve ismail poyraz c yaralandi olay yerinde yapilan mudahalenin ardindan yaralilar selendi devlet hastanesine kaldirildi hayati tehlikesi bulundugu ogrenilen mustafa o burhan k ve mehmet b yapilan mudahalenin ardindan salihli devlet hastanesine sevk edildi kazayla ilgili sorusturma baslatildigi ogrenildi;dunya 
